"state","race","type","all_workers_n","artists_n","artists_share","location_quotient"
"New Mexico","African-American","Announcers",19190,NA,NA,NA
"New York","African-American","Announcers",1375735,720,0.000523356605741658,1.1949692688784
"North Carolina","African-American","Announcers",1079195,270,0.000250186481590445,0.571245597570557
"North Dakota","African-American","Announcers",12445,NA,NA,NA
"Ohio","African-American","Announcers",680665,160,0.000235064238648968,0.536717294319336
"Oklahoma","African-American","Announcers",134195,NA,NA,NA
"Oregon","African-American","Announcers",39020,NA,NA,NA
"Pennsylvania","African-American","Announcers",636035,365,0.000573867790294559,1.3103004075574
"Rhode Island","African-American","Announcers",31000,NA,NA,NA
"South Carolina","African-American","Announcers",638810,175,0.000273946869961334,0.625497198884717
"South Dakota","African-American","Announcers",8670,NA,NA,NA
"Tennessee","African-American","Announcers",554550,60,0.000108195834460373,0.247041301824365
"Texas","African-American","Announcers",1699445,655,0.000385419945923522,0.88002135816879
"Utah","African-American","Announcers",16855,NA,NA,NA
"Vermont","African-American","Announcers",4210,NA,NA,NA
"Virginia","African-American","Announcers",837445,280,0.00033435031554311,0.763415131729575
"Washington","African-American","Announcers",147305,235,0.00159532941855334,3.64258252975967
"West Virginia","African-American","Announcers",29055,NA,NA,NA
"Wisconsin","African-American","Announcers",160610,70,0.000435838366228753,0.995140690167602
"Wyoming","African-American","Announcers",2975,NA,NA,NA
"Puerto Rico","African-American","Announcers",1405,NA,NA,NA
"Alabama","Asian","Announcers",33515,NA,NA,NA
"Alaska","Asian","Announcers",26420,NA,NA,NA
"Arizona","Asian","Announcers",120580,NA,NA,NA
"Arkansas","Asian","Announcers",24295,NA,NA,NA
"California","Asian","Announcers",3008795,1065,0.000353962300522302,1.17210290975294
"Colorado","Asian","Announcers",97015,20,0.000206153687574086,0.682652747779449
"Connecticut","Asian","Announcers",89425,70,0.000782778864970646,2.59207656852537
"Delaware","Asian","Announcers",19880,NA,NA,NA
"District of Columbia","Asian","Announcers",19090,NA,NA,NA
"Florida","Asian","Announcers",292825,20,6.83001792879706e-05,0.226167698542895
"Georgia","Asian","Announcers",217095,NA,NA,NA
"Hawaii","Asian","Announcers",290190,70,0.000241221268823874,0.798774758400983
"Idaho","Asian","Announcers",12030,NA,NA,NA
"Illinois","Asian","Announcers",378055,115,0.000304188543994921,1.00728319655469
"Indiana","Asian","Announcers",76575,NA,NA,NA
"Iowa","Asian","Announcers",40760,NA,NA,NA
"Kansas","Asian","Announcers",46470,NA,NA,NA
"Kentucky","Asian","Announcers",33565,NA,NA,NA
"Louisiana","Asian","Announcers",41430,NA,NA,NA
"Maine","Asian","Announcers",8235,NA,NA,NA
"Maryland","Asian","Announcers",213470,110,0.000515294889211599,1.7063360649835
"Massachusetts","Asian","Announcers",249930,55,0.000220061617252831,0.72870715758818
"Michigan","Asian","Announcers",163870,NA,NA,NA
"Minnesota","Asian","Announcers",143550,80,0.000557297109021247,1.84542128389615
"Mississippi","Asian","Announcers",14850,NA,NA,NA
"Missouri","Asian","Announcers",63375,NA,NA,NA
"Montana","Asian","Announcers",4980,NA,NA,NA
"Nebraska","Asian","Announcers",24515,NA,NA,NA
"Nevada","Asian","Announcers",131920,NA,NA,NA
"New Hampshire","Asian","Announcers",20330,NA,NA,NA
"New Jersey","Asian","Announcers",450385,110,0.000244235487416322,0.808755974981466
"New Mexico","Asian","Announcers",16455,NA,NA,NA
"New York","Asian","Announcers",864770,405,0.000468332620234282,1.55082624928931
"North Carolina","Asian","Announcers",154710,NA,NA,NA
"North Dakota","Asian","Announcers",6855,NA,NA,NA
"Ohio","Asian","Announcers",136125,NA,NA,NA
"Oklahoma","Asian","Announcers",44710,NA,NA,NA
"Oregon","Asian","Announcers",98010,45,0.000459136822773186,1.52037548957354
"Pennsylvania","Asian","Announcers",227500,NA,NA,NA
"Rhode Island","Asian","Announcers",18645,NA,NA,NA
"South Carolina","Asian","Announcers",41915,NA,NA,NA
"South Dakota","Asian","Announcers",7135,NA,NA,NA
"Tennessee","Asian","Announcers",62925,NA,NA,NA
"Texas","Asian","Announcers",712575,175,0.000245588183699961,0.813235263447291
"Utah","Asian","Announcers",40990,NA,NA,NA
"Vermont","Asian","Announcers",6080,NA,NA,NA
"Virginia","Asian","Announcers",304945,155,0.00050828837987178,1.68313486538599
"Washington","Asian","Announcers",355135,35,9.85540709870894e-05,0.326349764371832
"West Virginia","Asian","Announcers",7825,NA,NA,NA
"Wisconsin","Asian","Announcers",85760,NA,NA,NA
"Wyoming","Asian","Announcers",2835,0,NA,NA
"Puerto Rico","Asian","Announcers",1335,NA,NA,NA
"Alabama","Other","Announcers",43075,NA,NA,NA
"Alaska","Other","Announcers",71330,30,0.000420580400953316,0.929175112122018
"Arizona","Other","Announcers",182520,80,0.000438308130615823,0.968340430238345
"Arkansas","Other","Announcers",37895,NA,NA,NA
"California","Other","Announcers",688910,590,0.000856425367609702,1.89207375134253
"Colorado","Other","Announcers",87510,NA,NA,NA
"Connecticut","Other","Announcers",41230,NA,NA,NA
"Delaware","Other","Announcers",10885,NA,NA,NA
"District of Columbia","Other","Announcers",11085,0,NA,NA
"Florida","Other","Announcers",214840,20,9.30925339787749e-05,0.205666420739973
"Georgia","Other","Announcers",102865,0,NA,NA
"Hawaii","Other","Announcers",198250,195,0.000983606557377049,2.17305117205454
"Idaho","Other","Announcers",25710,0,NA,NA
"Illinois","Other","Announcers",112345,0,NA,NA
"Indiana","Other","Announcers",61485,0,NA,NA
"Iowa","Other","Announcers",27340,0,NA,NA
"Kansas","Other","Announcers",43715,0,NA,NA
"Kentucky","Other","Announcers",36080,0,NA,NA
"Louisiana","Other","Announcers",42460,0,NA,NA
"Maine","Other","Announcers",14700,0,NA,NA
"Maryland","Other","Announcers",85910,25,0.000291002211616808,0.642902075308109
"Massachusetts","Other","Announcers",97815,0,NA,NA
"Michigan","Other","Announcers",120390,70,0.000581443641498463,1.28456523308593
"Minnesota","Other","Announcers",83065,0,NA,NA
"Mississippi","Other","Announcers",17430,0,NA,NA
"Missouri","Other","Announcers",70070,0,NA,NA
"Montana","Other","Announcers",37130,0,NA,NA
"Nebraska","Other","Announcers",24240,0,NA,NA
"Nevada","Other","Announcers",69460,0,NA,NA
"New Hampshire","Other","Announcers",12270,0,NA,NA
"New Jersey","Other","Announcers",85410,0,NA,NA
"New Mexico","Other","Announcers",91840,15,0.000163327526132404,0.36083438995897
"New York","Other","Announcers",234265,100,0.000426867009583164,0.943063919744215
"North Carolina","Other","Announcers",145630,0,NA,NA
"North Dakota","Other","Announcers",23305,15,0.000643638704140742,1.42197083775292
"Ohio","Other","Announcers",121180,40,0.000330087473180393,0.729251919983095
"Oklahoma","Other","Announcers",242885,50,0.000205858739732795,0.454797268581589
"Oregon","Other","Announcers",93460,0,NA,NA
"Pennsylvania","Other","Announcers",104810,0,NA,NA
"Rhode Island","Other","Announcers",16140,0,NA,NA
"South Carolina","Other","Announcers",46335,0,NA,NA
"South Dakota","Other","Announcers",32695,40,0.00122342865881633,2.70288263231538
"Tennessee","Other","Announcers",60575,0,NA,NA
"Texas","Other","Announcers",261190,105,0.000402006202381408,0.88813971674575
"Utah","Other","Announcers",57995,0,NA,NA
"Vermont","Other","Announcers",5900,0,NA,NA
"Virginia","Other","Announcers",128845,55,0.00122342865881633,2.70288263231538
"Washington","Other","Announcers",214925,15,0.000402006202381408,0.88813971674575
"West Virginia","Other","Announcers",10700,0,NA,NA
"Wisconsin","Other","Announcers",66920,0,NA,NA
"Wyoming","Other","Announcers",10830,0,NA,NA
"Puerto Rico","Other","Announcers",2275,0,NA,NA
"Alabama","Hispanic","Writers And Authors",88165,60,0.000680542165258322,1.35544950822514
"Alaska","Hispanic","Writers And Authors",26875,0,NA,NA
"Arizona","Hispanic","Writers And Authors",1033370,525,0.000508046488672983,1.01188640231558
"Arkansas","Hispanic","Writers And Authors",101405,NA,NA,NA
"California","Hispanic","Writers And Authors",7470730,3735,0.000499951142659419,0.995762738958396
"Colorado","Hispanic","Writers And Authors",594525,320,0.000538244817291115,1.0720330203567
"Connecticut","Hispanic","Writers And Authors",288845,45,0.000155792899305856,0.31029584870606
"Delaware","Hispanic","Writers And Authors",41365,NA,NA,NA
"District of Columbia","Hispanic","Writers And Authors",44885,85,0.00189372841706583,3.77177694882362
"Florida","Hispanic","Writers And Authors",2752995,1610,0.000584817625894707,1.16479301928262
"Georgia","Hispanic","Writers And Authors",467240,115,0.000246126187826385,0.490214474989904
"Hawaii","Hispanic","Writers And Authors",69470,NA,NA,NA
"Idaho","Hispanic","Writers And Authors",101285,35,0.00034555955965839,0.688257920100611
"Illinois","Hispanic","Writers And Authors",1100445,425,0.000386207397916298,0.769217036507722
"Indiana","Hispanic","Writers And Authors",212120,75,0.000353573448991137,0.704219344549484
"Iowa","Hispanic","Writers And Authors",90730,0,NA,NA
"Kansas","Hispanic","Writers And Authors",167495,125,0.000746290934057733,1.48640265247556
"Kentucky","Hispanic","Writers And Authors",76325,NA,NA,NA
"Louisiana","Hispanic","Writers And Authors",113925,45,0.000394996708360764,0.786722882769383
"Maine","Hispanic","Writers And Authors",10935,NA,NA,NA
"Maryland","Hispanic","Writers And Authors",321570,65,0.000202133283577448,0.402592923418618
"Massachusetts","Hispanic","Writers And Authors",401715,385,0.00095839089902045,1.90884641552169
"Michigan","Hispanic","Writers And Authors",236520,120,0.000507356671740233,1.01051248006654
"Minnesota","Hispanic","Writers And Authors",149745,130,0.000868142508931851,1.72909688315102
"Mississippi","Hispanic","Writers And Authors",38780,NA,NA,NA
"Missouri","Hispanic","Writers And Authors",121550,NA,NA,NA
"Montana","Hispanic","Writers And Authors",19215,NA,NA,NA
"Nebraska","Hispanic","Writers And Authors",99485,NA,NA,NA
"Nevada","Hispanic","Writers And Authors",430565,195,0.000452893291372963,0.902036670772531
"New Hampshire","Hispanic","Writers And Authors",25860,NA,NA,NA
"New Jersey","Hispanic","Writers And Authors",928940,470,0.000505953021723685,1.00771680211773
"New Mexico","Hispanic","Writers And Authors",459615,275,0.00059832686052457,1.19169963340637
"New York","Hispanic","Writers And Authors",1819490,1465,0.000805170679695959,1.60367462524078
"North Carolina","Hispanic","Writers And Authors",451040,175,0.000387992195814118,0.772771854352057
"North Dakota","Hispanic","Writers And Authors",14510,NA,NA,NA
"Ohio","Hispanic","Writers And Authors",204545,215,0.00105111344691877,2.09352377772812
"Oklahoma","Hispanic","Writers And Authors",187725,NA,NA,NA
"Oregon","Hispanic","Writers And Authors",266060,165,0.000620160865970082,1.23518686087665
"Pennsylvania","Hispanic","Writers And Authors",423215,130,0.00030717247734603,0.611801596747398
"Rhode Island","Hispanic","Writers And Authors",78695,NA,NA,NA
"South Carolina","Hispanic","Writers And Authors",134610,95,0.000705742515414902,1.40564155211396
"South Dakota","Hispanic","Writers And Authors",15565,NA,NA,NA
"Tennessee","Hispanic","Writers And Authors",167595,45,0.0002685044303231,0.534785670333255
"Texas","Hispanic","Writers And Authors",5220455,2075,0.000397474932740537,0.791658812074454
"Utah","Hispanic","Writers And Authors",213410,55,0.000257719881917436,0.513305868523563
"Vermont","Hispanic","Writers And Authors",6470,NA,NA,NA
"Virginia","Hispanic","Writers And Authors",427525,235,0.00054967545757558,1.0947996563467
"Washington","Hispanic","Writers And Authors",448570,345,0.000769110729652005,1.53185329799774
"West Virginia","Hispanic","Writers And Authors",12005,NA,NA,NA
"Wisconsin","Hispanic","Writers And Authors",186120,95,0.000510423382763808,1.0166205100476
"Wyoming","Hispanic","Writers And Authors",27680,NA,NA,NA
"Puerto Rico","Hispanic","Writers And Authors",1208905,175,0.000144759100177433,NA
"Alabama","White","Writers And Authors",1496830,1465,0.000978735060093664,0.489530560867957
"Alaska","White","Writers And Authors",253950,425,0.00167355778696593,0.837057663000209
"Arizona","White","Writers And Authors",1857110,3135,0.00168810678958166,0.844334587778875
"Arkansas","White","Writers And Authors",1014735,1015,0.00100026115192636,0.500297192449693
"California","White","Writers And Authors",7686845,34710,0.00451550668707382,2.25850550496752
"Colorado","White","Writers And Authors",2172170,5345,0.0024606729675854,1.23074636543564
"Connecticut","White","Writers And Authors",1329540,2555,0.00192171728567775,0.961178749024736
"Delaware","White","Writers And Authors",307920,365,0.00118537282411015,0.592883863145505
"District of Columbia","White","Writers And Authors",183365,2840,0.0154882338505167,7.74669684661336
"Florida","White","Writers And Authors",5285390,8315,0.00157320462633788,0.786864366560598
"Georgia","White","Writers And Authors",2773560,3600,0.00129797083892181,0.649201626338841
"Hawaii","White","Writers And Authors",177700,450,0.00253235790658413,1.26660077570931
"Idaho","White","Writers And Authors",688065,895,0.0013007492024736,0.650591270915046
"Illinois","White","Writers And Authors",4224420,8125,0.00192334095568149,0.961990854486165
"Indiana","White","Writers And Authors",2724985,2730,0.00100184037710299,0.50108706809426
"Iowa","White","Writers And Authors",1463250,1800,0.00123013839056893,0.615274103108955
"Kansas","White","Writers And Authors",1178420,1760,0.00149352522869605,0.74701139530452
"Kentucky","White","Writers And Authors",1787115,1550,0.000867319674447363,0.433804309251371
"Louisiana","White","Writers And Authors",1337315,1115,0.000833760183651571,0.417018973748896
"Maine","White","Writers And Authors",658985,1140,0.0017299331547759,0.865254737518527
"Maryland","White","Writers And Authors",1690500,4985,0.00294883170659568,1.4749070489994
"Massachusetts","White","Writers And Authors",2791055,7100,0.00254384094903181,1.27234420969782
"Michigan","White","Writers And Authors",3807850,5265,0.00138267001063592,0.691565320789808
"Minnesota","White","Writers And Authors",2524705,4430,0.00175466044547778,0.877622501768108
"Mississippi","White","Writers And Authors",787155,460,0.000584382999536305,0.292288842189151
"Missouri","White","Writers And Authors",2479115,3030,0.001222210345224,0.611308759838303
"Montana","White","Writers And Authors",472695,665,0.00140682681221506,0.703647745449942
"Nebraska","White","Writers And Authors",845465,940,0.00111181420874903,0.55609230258676
"Nevada","White","Writers And Authors",749805,1425,0.0019004941284734,0.9505636352179
"New Hampshire","White","Writers And Authors",690940,925,0.00133875589776246,0.669600949448187
"New Jersey","White","Writers And Authors",2640925,5685,0.00215265484631331,1.07668599730149
"New Mexico","White","Writers And Authors",374900,1155,0.00308082155241397,1.54092395785124
"New York","White","Writers And Authors",5774960,22705,0.00393162896366381,1.96646938500687
"North Carolina","White","Writers And Authors",3309215,5755,0.00173908313603075,0.869831252285645
"North Dakota","White","Writers And Authors",363175,305,0.000839815515935843,0.42004764854581
"Ohio","White","Writers And Authors",4775955,5485,0.001148461407195,0.574422006243006
"Oklahoma","White","Writers And Authors",1276415,1260,0.000987139762538046,0.493734312086527
"Oregon","White","Writers And Authors",1600140,4740,0.00296224080392965,1.48161383125977
"Pennsylvania","White","Writers And Authors",5161830,7880,0.00152659037589382,0.763549476663695
"Rhode Island","White","Writers And Authors",423445,870,0.00205457615510869,1.02763031443876
"South Carolina","White","Writers And Authors",1586190,2095,0.00132077493868956,0.660607474769698
"South Dakota","White","Writers And Authors",398225,325,0.00081612153933078,0.408196713466854
"Tennessee","White","Writers And Authors",2455855,3065,0.00124803785239763,0.624226815590103
"Texas","White","Writers And Authors",6162190,10275,0.00166742667785316,0.833991087166673
"Utah","White","Writers And Authors",1227970,2435,0.00198294746614331,0.991804038551487
"Vermont","White","Writers And Authors",319270,895,0.00280326995959532,1.40210192884443
"Virginia","White","Writers And Authors",2778485,6655,0.002395190184579,1.19799406626976
"Washington","White","Writers And Authors",2668545,5810,0.00217721642318192,1.08897087703099
"West Virginia","White","Writers And Authors",734535,715,0.000973404943263425,0.486864614599363
"Wisconsin","White","Writers And Authors",2597700,3625,0.00139546521923239,0.697965056424144
"Wyoming","White","Writers And Authors",260685,290,0.00111245372767899,0.556412168578322
"Puerto Rico","White","Writers And Authors",13370,0,NA,NA
"Alabama","African-American","Writers And Authors",581200,370,0.000636613902271163,0.997477920964678
"Alaska","African-American","Writers And Authors",13760,0,NA,NA
"Arizona","African-American","Writers And Authors",152575,70,0.00045879075864329,0.718855888092731
"Arkansas","African-American","Writers And Authors",200385,NA,NA,NA
"California","African-American","Writers And Authors",1066265,2085,0.00195542383928948,3.06385408622201
"Colorado","African-American","Writers And Authors",118415,165,0.0013934045517882,2.18325467040837
"Connecticut","African-American","Writers And Authors",191785,60,0.000312850327189301,0.490189254153268
"Delaware","African-American","Writers And Authors",105485,NA,NA,NA
"District of Columbia","African-American","Writers And Authors",149480,275,0.00183971099812684,2.88254952498001
"Florida","African-American","Writers And Authors",1569980,725,0.00046178932215697,0.72355418464082
"Georgia","African-American","Writers And Authors",1613775,970,0.000601075118898236,0.941794010157869
"Hawaii","African-American","Writers And Authors",16455,25,0.00151929504709814,2.38050607990946
"Idaho","African-American","Writers And Authors",5195,0,NA,NA
"Illinois","African-American","Writers And Authors",848255,430,0.000506923036115319,0.794271903817195
"Indiana","African-American","Writers And Authors",292355,125,0.000427562381351439,0.669925733182435
"Iowa","African-American","Writers And Authors",56060,0,NA,NA
"Kansas","African-American","Writers And Authors",83690,100,0.00119488588839765,1.87220588098507
"Kentucky","African-American","Writers And Authors",176080,30,0.000170377101317583,0.26695520816613
"Louisiana","African-American","Writers And Authors",656860,185,0.000281642968060165,0.441292031532344
"Maine","African-American","Writers And Authors",8410,NA,NA,NA
"Maryland","African-American","Writers And Authors",957780,970,0.00101275867109357,1.58684001413948
"Massachusetts","African-American","Writers And Authors",260415,165,0.000633604055065952,0.992761944574649
"Michigan","African-American","Writers And Authors",624375,360,0.000576576576576577,0.903408491125856
"Minnesota","African-American","Writers And Authors",171180,80,0.000467344315924758,0.732258021636363
"Mississippi","African-American","Writers And Authors",488460,145,0.000296851328665602,0.465121237686769
"Missouri","African-American","Writers And Authors",340530,165,0.000484538807153555,0.75919919477405
"Montana","African-American","Writers And Authors",2855,0,NA,NA
"Nebraska","African-American","Writers And Authors",45795,0,NA,NA
"Nevada","African-American","Writers And Authors",125635,50,0.000397978270386437,0.623571895489476
"New Hampshire","African-American","Writers And Authors",9675,NA,NA,NA
"New Jersey","African-American","Writers And Authors",584190,310,0.000530649275064619,0.831447340003913
"New Mexico","African-American","Writers And Authors",19190,0,NA,NA
"New York","African-American","Writers And Authors",1375735,1385,0.00100673458187805,1.57740117536301
"North Carolina","African-American","Writers And Authors",1079195,560,0.000518905295150552,0.813046295624042
"North Dakota","African-American","Writers And Authors",12445,0,NA,NA
"Ohio","African-American","Writers And Authors",680665,150,0.000220372723733408,0.345290804242118
"Oklahoma","African-American","Writers And Authors",134195,NA,NA,NA
"Oregon","African-American","Writers And Authors",39020,125,0.00320348539210661,5.01937820924016
"Pennsylvania","African-American","Writers And Authors",636035,455,0.000715369437216505,1.12087596015528
"Rhode Island","African-American","Writers And Authors",31000,0,NA,NA
"South Carolina","African-American","Writers And Authors",638810,290,0.000453969098793068,0.711301074687244
"South Dakota","African-American","Writers And Authors",8670,0,NA,NA
"Tennessee","African-American","Writers And Authors",554550,240,0.000432783337841493,0.678106184169394
"Texas","African-American","Writers And Authors",1699445,770,0.000453089096734522,0.709922244252231
"Utah","African-American","Writers And Authors",16855,NA,NA,NA
"Vermont","African-American","Writers And Authors",4210,0,NA,NA
"Virginia","African-American","Writers And Authors",837445,470,0.000561230886804507,0.879364110890042
"Washington","African-American","Writers And Authors",147305,60,0.000407318149417874,0.638206076560771
"West Virginia","African-American","Writers And Authors",29055,NA,NA,NA
"Wisconsin","African-American","Writers And Authors",160610,NA,NA,NA
"Wyoming","African-American","Writers And Authors",2975,0,NA,NA
"Puerto Rico","African-American","Writers And Authors",1405,0,NA,NA
"Alabama","Asian","Writers And Authors",33515,NA,NA,NA
"Alaska","Asian","Writers And Authors",26420,NA,NA,NA
"Arizona","Asian","Writers And Authors",120580,170,0.00140985238016254,1.43513883747644
"Arkansas","Asian","Writers And Authors",24295,NA,NA,NA
"California","Asian","Writers And Authors",3008795,3220,0.00107019587575757,1.08939041180306
"Colorado","Asian","Writers And Authors",97015,55,0.000566922640828738,0.577090701938754
"Connecticut","Asian","Writers And Authors",89425,30,0.000335476656415991,0.341493609872701
"Delaware","Asian","Writers And Authors",19880,0,NA,NA
"District of Columbia","Asian","Writers And Authors",19090,95,0.00497642744892614,5.06568233974558
"Florida","Asian","Writers And Authors",292825,180,0.000614701613591736,0.625726616160497
"Georgia","Asian","Writers And Authors",217095,100,0.000460627835740114,0.468889442607557
"Hawaii","Asian","Writers And Authors",290190,115,0.000396292084496364,0.403399795218032
"Idaho","Asian","Writers And Authors",12030,0,NA,NA
"Illinois","Asian","Writers And Authors",378055,295,0.00078030974329132,0.794305016337619
"Indiana","Asian","Writers And Authors",76575,70,0.000914136467515508,0.93053199451546
"Iowa","Asian","Writers And Authors",40760,30,0.000736015701668302,0.749216537361783
"Kansas","Asian","Writers And Authors",46470,0,NA,NA
"Kentucky","Asian","Writers And Authors",33565,NA,NA,NA
"Louisiana","Asian","Writers And Authors",41430,NA,NA,NA
"Maine","Asian","Writers And Authors",8235,0,NA,NA
"Maryland","Asian","Writers And Authors",213470,180,0.000843209818709889,0.858333238287336
"Massachusetts","Asian","Writers And Authors",249930,375,0.00150042011763293,1.52733095581094
"Michigan","Asian","Writers And Authors",163870,105,0.000640751815463477,0.652244042350839
"Minnesota","Asian","Writers And Authors",143550,140,0.000975269940787182,0.992761929362888
"Mississippi","Asian","Writers And Authors",14850,0,NA,NA
"Missouri","Asian","Writers And Authors",63375,65,0.00102564102564102,1.04403644659372
"Montana","Asian","Writers And Authors",4980,0,NA,NA
"Nebraska","Asian","Writers And Authors",24515,0,NA,NA
"Nevada","Asian","Writers And Authors",131920,150,0.00113705275924802,1.15744640929602
"New Hampshire","Asian","Writers And Authors",20330,NA,NA,NA
"New Jersey","Asian","Writers And Authors",450385,420,0.000932535497407773,0.949261020860215
"New Mexico","Asian","Writers And Authors",16455,NA,NA,NA
"New York","Asian","Writers And Authors",864770,1585,0.00183285729153416,1.86573056842255
"North Carolina","Asian","Writers And Authors",154710,60,0.000387822377351173,0.394778179340266
"North Dakota","Asian","Writers And Authors",6855,0,NA,NA
"Ohio","Asian","Writers And Authors",136125,65,0.000477502295684114,0.486066555025726
"Oklahoma","Asian","Writers And Authors",44710,65,0.00145381346454931,1.47988838744972
"Oregon","Asian","Writers And Authors",98010,145,0.00147944087338026,1.50597543757971
"Pennsylvania","Asian","Writers And Authors",227500,100,0.00043956043956044,0.447444191397308
"Rhode Island","Asian","Writers And Authors",18645,45,0.00241351568785197,2.45680338397959
"South Carolina","Asian","Writers And Authors",41915,0,NA,NA
"South Dakota","Asian","Writers And Authors",7135,NA,NA,NA
"Tennessee","Asian","Writers And Authors",62925,NA,NA,NA
"Texas","Asian","Writers And Authors",712575,505,0.000708697330105603,0.721408196178062
"Utah","Asian","Writers And Authors",40990,75,0.00182971456452793,1.86253147492475
"Vermont","Asian","Writers And Authors",6080,NA,NA,NA
"Virginia","Asian","Writers And Authors",304945,350,0.00114774795454918,1.16833342865142
"Washington","Asian","Writers And Authors",355135,375,0.00105593647486167,1.0748752609172
"West Virginia","Asian","Writers And Authors",7825,0,NA,NA
"Wisconsin","Asian","Writers And Authors",85760,NA,NA,NA
"Wyoming","Asian","Writers And Authors",2835,0,NA,NA
"Puerto Rico","Asian","Writers And Authors",1335,0,NA,NA
"Alabama","Other","Writers And Authors",43075,65,0.00150899593731863,0.985398315927186
"Alaska","Other","Writers And Authors",71330,75,0.00105145100238328,0.686614205780773
"Arizona","Other","Writers And Authors",182520,170,0.000931404777558624,0.608222114158685
"Arkansas","Other","Writers And Authors",37895,NA,NA,NA
"California","Other","Writers And Authors",688910,1875,0.00272169078689524,1.7773073151189
"Colorado","Other","Writers And Authors",87510,220,0.00251399840018283,1.64168088761442
"Connecticut","Other","Writers And Authors",41230,100,0.00242541838467135,1.58383673048242
"Delaware","Other","Writers And Authors",10885,NA,NA,NA
"District of Columbia","Other","Writers And Authors",11085,140,0.0126296797474064,8.24738148461038
"Florida","Other","Writers And Authors",214840,290,0.00134984174269223,0.88146809883444
"Georgia","Other","Writers And Authors",102865,180,0.00174986632965537,1.14269050810307
"Hawaii","Other","Writers And Authors",198250,130,NA,NA
"Idaho","Other","Writers And Authors",25710,NA,NA,NA
"Illinois","Other","Writers And Authors",112345,245,0.00218078241132226,1.42408555409307
"Indiana","Other","Writers And Authors",61485,25,0.000406603236561763,0.265518371951655
"Iowa","Other","Writers And Authors",27340,NA,NA,NA
"Kansas","Other","Writers And Authors",43715,80,0.00183003545693697,1.1950422216226
"Kentucky","Other","Writers And Authors",36080,NA,NA,NA
"Louisiana","Other","Writers And Authors",42460,NA,NA,NA
"Maine","Other","Writers And Authors",14700,20,0.00136054421768707,0.888456985003946
"Maryland","Other","Writers And Authors",85910,110,0.00128040973111395,0.836127892417286
"Massachusetts","Other","Writers And Authors",97815,210,0.00214690998313142,1.40196632045554
"Michigan","Other","Writers And Authors",120390,140,0.00116288728299692,0.759383867072897
"Minnesota","Other","Writers And Authors",83065,120,0.0014446517787275,0.943380558325986
"Mississippi","Other","Writers And Authors",17430,NA,NA,NA
"Missouri","Other","Writers And Authors",70070,40,0.000570857713714857,0.37277915454711
"Montana","Other","Writers And Authors",37130,45,0.0012119579854565,0.791427815216955
"Nebraska","Other","Writers And Authors",24240,25,0.00103135313531353,0.673489979350145
"Nevada","Other","Writers And Authors",69460,175,0.0025194356464152,1.64523149576926
"New Hampshire","Other","Writers And Authors",12270,10,0.00081499592502037,0.532205284415567
"New Jersey","Other","Writers And Authors",85410,90,0.00105374077976817,0.688109466783878
"New Mexico","Other","Writers And Authors",91840,40,0.000435540069686411,0.284414583614068
"New York","Other","Writers And Authors",234265,625,0.00266791880989477,1.74219336002471
"North Carolina","Other","Writers And Authors",145630,70,0.000480670191581405,0.313885270057358
"North Dakota","Other","Writers And Authors",23305,35,0.00150182364299506,0.980714693809334
"Ohio","Other","Writers And Authors",121180,85,0.000701435880508335,0.458048771563967
"Oklahoma","Other","Writers And Authors",242885,125,0.000514646849331988,0.33607256725297
"Oregon","Other","Writers And Authors",93460,155,0.00165846351380269,1.08300301751096
"Pennsylvania","Other","Writers And Authors",104810,140,0.00133575040549565,0.872266231818587
"Rhode Island","Other","Writers And Authors",16140,NA,NA,NA
"South Carolina","Other","Writers And Authors",46335,NA,NA,NA
"South Dakota","Other","Writers And Authors",32695,40,0.00122342865881633,0.798918347120845
"Tennessee","Other","Writers And Authors",60575,55,0.000907965332232769,0.59291578404927
"Texas","Other","Writers And Authors",261190,415,0.00158888165703128,1.03756495980255
"Utah","Other","Writers And Authors",57995,145,0.00250021553582205,1.63268045826012
"Vermont","Other","Writers And Authors",5900,NA,NA,NA
"Virginia","Other","Writers And Authors",128845,160,0.00124180216539252,0.810916538759471
"Washington","Other","Writers And Authors",214925,315,0.00146562754449226,0.957078066548976
"West Virginia","Other","Writers And Authors",10700,NA,NA,NA
"Wisconsin","Other","Writers And Authors",66920,65,0.000971309025702331,0.634280222034721
"Wyoming","Other","Writers And Authors",10830,35,0.00323176361957525,2.11039297684455
"Puerto Rico","Other","Writers And Authors",2275,0,NA,NA
"Alabama","Hispanic","Photographers",88165,75,0.000850677706572903,1.05423028916136
"Alaska","Hispanic","Photographers",26875,NA,NA,NA
"Arizona","Hispanic","Photographers",1033370,595,0.000575786020496047,0.713561738120609
"Arkansas","Hispanic","Photographers",101405,90,0.00088753020068044,1.09990095293815
"California","Hispanic","Photographers",7470730,6910,0.00092494307785183,1.14626608983312
"Colorado","Hispanic","Photographers",594525,310,0.000521424666750767,0.64619264494316
"Connecticut","Hispanic","Photographers",288845,165,0.000571240630788139,0.707928714627583
"Delaware","Hispanic","Photographers",41365,0,NA,NA
"District of Columbia","Hispanic","Photographers",44885,NA,NA,NA
"Florida","Hispanic","Photographers",2752995,3060,0.00111151672996136,1.3774836163929
"Georgia","Hispanic","Photographers",467240,480,0.00102730930571012,1.27312680001933
